"","HNSCC10_p14_HNSCC10_P14_B12","HNSCC6_p15_HNSCC6_P15_LN_C05","HNSCC5_p13_P13_F09","HNSCC10_p4_HNSCC10_P4_B11","HN25_P23_H02_S278_comb","HN28_P14_C01_S121_comb","HN25_P25_F03_S351_comb","HNSCC18_P13_C04_S316_comb","HN28_P15_D03_S327_comb","HNSCC18_P7_F10_S166_comb","HNSCC25_P20_D06_S330_comb","HNSCC18_P13_C01_S313_comb","HN25_P23_C01_S217_comb","HN28_P15_B10_S310_comb","HNSCC6_p8_HNSCC6_P8_A10","HNSCC25_P20_F06_S354_comb","HN28_P14_A04_S100_comb","HNSCC10_p14_HNSCC10_P14_G09","HNSCC17_P13_H06_S378_comb","HNSCC25_P20_B07_S307_comb","HNSCC25_P3_C11_S131_comb","HNSCC25_P4_A03_S195_comb","HNSCC16_P5_HNSCC16_P5_E05","HNSCC13_p19_HNSCC13_P19_C08","HNSCC_combo1_HNSCC_ComboP1_H01","HNSCC13_p19_HNSCC13_P19_B08","HNSCC16_P5_HNSCC16_P5_C01","HNSCC16_P7_HNSCC16_P7_B04","HNSCC16_P7_HNSCC16_P7_H10","HNSCC13_p19_HNSCC13_P19_C12","HNSCC13_p19_HNSCC13_P19_B11","HNSCC25_P2_B10_S22_comb","HNSCC13_p19_HNSCC13_P19_H10","HNSCC13_p19_HNSCC13_P19_C11","HNSCC13_p19_HNSCC13_P19_A06","HNSCC13_p19_HNSCC13_P19_D03","HNSCC13_p19_HNSCC13_P19_B07","HNSCC16_P4_HNSCC16_P4_E11","HNSCC13_p19_HNSCC13_P19_A05","HNSCC16_P5_HNSCC16_P5_D09","HNSCC5_p15_HNSCC5_P15_B11","HNSCC5_p15_HNSCC5_P15_C09","HNSCC5_p13_P13_A03","HNSCC5_p15_HNSCC5_P15_C06","HNSCC5_p15_HNSCC5_P15_G04","HNSCC5_p15_HNSCC5_P15_A05","HNSCC5_p15_HNSCC5_P15_E02","HNSCC5_p5_P5_F06","HNSCC5_p15_HNSCC5_P15_D07","HNSCC5_p15_HNSCC5_P15_B01","HNSCC5_p15_HNSCC5_P15_E01","HNSCC5_p13_P13_H04","HNSCC16_P2_G01_S73_comb","HNSCC13_p19_HNSCC13_P19_E12","HNSCC6_p15_HNSCC6_P15_LN_C12","HNSCC16_P2_G02_S74_comb","HNSCC6_p15_HNSCC6_P15_LN_E01","HNSCC5_p15_HNSCC5_P15_F05","HNSCC16_P2_C06_S30_comb","HNSCC18_P7_A10_S106_comb","HNSCC5_p7_HNSCC5_P7_E06","HNSCC5_p3_HNSCC5_P3_E10","HNSCC5_p7_HNSCC5_P7_D08","HNSCC25_P20_B05_S305_comb","HNSCC6_p8_HNSCC6_P8_H11","HNSCC6_p15_HNSCC6_P15_LN_C11","HNSCC6_p15_HNSCC6_P15_LN_A01","HNSCC24_P13_R_LN_B05_S113_comb","HNSCC5_p5_P5_F04","HN25_P5_C12_S36_comb","HNSCC6_p15_HNSCC6_P15_LN_B07","HNSCC5_p15_HNSCC5_P15_G07","HNSCC6_p15_HNSCC6_P15_LN_D08","HN25_P5_G10_S82_comb","HNSCC5_p7_HNSCC5_P7_D01","HNSCC6_p15_HNSCC6_P15_LN_F03","HNSCC5_p7_HNSCC5_P7_A10","HNSCC5_p15_HNSCC5_P15_A08","HNSCC24_P13_R_LN_F08_S164_comb","HNSCC5_p7_HNSCC5_P7_C06","HNSCC6_p15_HNSCC6_P15_LN_A03","HNSCC5_p11_p12_hnscc5_p11_p12_H11","HN28_P3P4_A02_S2_comb","HNSCC6_p15_HNSCC6_P15_LN_B08","HNSCC5_p5_P5_D09","HNSCC5_p3_HNSCC5_P3_C06","HNSCC5_p5_P5_B08","HNSCC5_p5_P5_C07","HNSCC5_p11_p12_hnscc5_p11_p12_E07","HNSCC24_P3_H01_S85_comb","HNSCC5_p5_P5_G04","HNSCC5_p11_p12_hnscc5_p11_p12_A02","HNSCC5_p11_p12_hnscc5_p11_p12_A04","HNSCC5_p11_p12_hnscc5_p11_p12_E12","HNSCC16_P9_G08_S272_comb","HNSCC5_p3_HNSCC5_P3_C05","HNSCC5_p5_P5_A06","HNSCC18_P13_A09_S297_comb","HNSCC6_p14_hnscc6_p14_E12","HNSCC5_p5_P5_C03","HNSCC20_P12_C03_S315_comb","HNSCC20_P3_B01_S13_comb","HNSCC20_P13_A10_S202_comb","HNSCC20_P13_C10_S226_comb","HNSCC6_p15_HNSCC6_P15_LN_H08","HNSCC20_P3_B02_S14_comb","HNSCC20_P3_H01_S85_comb","HNSCC20_P3_C01_S25_comb","HNSCC6_p15_HNSCC6_P15_LN_H01","HNSCC20_P12_D03_S327_comb","HNSCC20_P2_F12_S168_comb","HNSCC20_P13_H10_S286_comb","HNSCC20_P2_D06_S138_comb","HNSCC20_P13_A07_S199_comb","HNSCC6_p15_HNSCC6_P15_LN_H11","HNSCC20_P3_H09_S93_comb","HNSCC20_P3_E09_S57_comb","HNSCC20_P12_D12_S336_comb","HNSCC6_p15_HNSCC6_P15_LN_B01","HNSCC20_P13_A06_S198_comb","HNSCC18_P13_A05_S293_comb","HNSCC13_p1_HNSCC13_P1_G10","HNSCC16_P9_G11_S275_comb","HNSCC18_P3_H04_S376_comb","HNSCC24_P3_H06_S90_comb","HNSCC18_P7_G09_S177_comb","HN25_P5_F06_S66_comb","HNSCC17_P3_A02_S194_comb","HNSCC5_p3_HNSCC5_P3_F08","HNSCC_combo1_HNSCC_ComboP1_C02","HNSCC16_P7_HNSCC16_P7_G09","HNSCC24_P3_D10_S46_comb","HN25_P5_G12_S84_comb","HNSCC25_P4_D09_S237_comb","HNSCC_combo1_HNSCC_ComboP1_A07","HNSCC17_P3_F02_S254_comb","HNSCC24_P3_B01_S13_comb","HNSCC16_P4_HNSCC16_P4_H07","HNSCC16_P9_E08_S248_comb","HNSCC16_P7_HNSCC16_P7_H02","HN28_P3P4_B10_S22_comb","HN25_P5_B06_S18_comb","HN25_P5_A09_S9_comb","HNSCC28_P2_A12_S12_comb","HN28_P5_C01_S217_comb","HNSCC16_P4_HNSCC16_P4_B11","HN28_P3P4_D10_S46_comb","HN28_P3P4_E02_S50_comb","HN25_P5_H11_S95_comb","HNSCC25_P4_E02_S242_comb","HNSCC25_P3_A04_S100_comb","HN28_P3P4_A03_S3_comb","HN28_P3P4_E12_S60_comb","HNSCC25_P3_F04_S160_comb","HNSCC25_P3_B12_S120_comb","HNSCC25_P3_G06_S174_comb","HNSCC28_P2_G07_S79_comb","HNSCC28_P2_D02_S38_comb","HNSCC18_P7_G10_S178_comb","HNSCC16_P9_C02_S218_comb","HNSCC25_P12_B12_S120_comb","HNSCC12_p20_HNSCC12_P20_A08","HNSCC5_p11_p12_hnscc5_p11_p12_D05","HNSCC_17_P9_A06_S6_comb","HNSCC16_P9_G03_S267_comb","HN23_P11_F01_S61_comb","HNSCC_17_P9_D02_S38_comb","HNSCC16_P12_HNSCC16_P12_A03","HNSCC_17_P9_D11_S47_comb","HNSCC16_P11_HNSCC16_P11_E09","HNSCC16_P14_HNSCC16_P14_B03","HNSCC16_P11_HNSCC16_P11_D07","HNSCC12_p20_HNSCC12_P20_G01","HNSCC5_p11_p12_hnscc5_p11_p12_G11","HNSCC12_p19_HNSCC12_P19_E11","HNSCC18_P14_HNSCC18_P14_E10","HNSCC13_p19_HNSCC13_P19_H09","HNSCC18_P13_E02_S338_comb","HNSCC18_P15_G03_S75_comb"
"NT5C3B",0,0,0,0,0,0,0,5.4037441236883,6.00986765077625,0,0,3.34918297339643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36473410286877,0,0,4.28919497127987,0,3.56500783969924,5.1689150097146,0,5.15061774758818,0,0,0,0,5.59942955392934,0,0,0,0,4.9800767726196,0,4.35862954334265,4.99515871985181,0,4.3594024847329,0,4.3213772133223,2.46726423273576,0,0,0,0,4.09466630318147,4.78510774359793,0,4.89595844779611,4.83436015539027,0,0,5.25087395617582,0,0,4.07766946082521,4.38186829336792,3.60657813597278,0,0,0,0,0,0,0,3.89973051102469,0,0,0,4.84757534795491,0,0,0,0,3.84310149116753,0,4.8434190079791,4.70633572060603,5.14653323445068,5.84732978481478,5.24056442287311,5.09525930769389,3.96098659621739,5.83509591334602,5.18049725415773,4.52431208629431,0,5.07821095510048,5.35646021096642,4.63892885561649,5.31842285340297,0,5.19563912757086,3.43783139202969,0,0,0,0,0,0,0,0,0,0,0,0,4.17302570905034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9465559637844,0,0,0,0
"CNDP2",0,0,0,0,4.47069929662945,3.0690270086372,0,0,5.92810821954452,5.31719250091583,0,4.45409652086855,0,5.48741682745246,0,0,0,0,5.07733251243997,0,0,4.84178584732284,4.91274283214536,0,0,5.56646533765389,0,5.31835048149803,5.23918461236864,5.67068591951342,5.03981359064399,0,5.27814945467358,0,0,4.12973828006154,6.29915529321619,5.70811230560757,0,0,4.37384518997853,4.06151500018817,4.97197856600912,4.55758566455791,4.69831334358879,4.2097236214165,5.39718020171965,4.05037846466621,3.98659657889613,4.95702355631851,0,4.45118644399789,0,0,4.55872346474534,4.25134797452809,4.79255837999125,0,5.06319856577977,5.48223980022384,0,3.33181496732675,0,4.32742807728929,0,4.51045724925407,4.15588096319261,4.55872346474534,4.26338275907334,4.32254114399725,0,3.74221517909654,4.8830808629603,0,0,5.16425113275892,0,0,4.17531422166035,4.01275780686993,4.8995830026885,5.35920584998691,3.84442425541784,2.94971879471111,0,4.23107037276684,4.72094352640971,5.4448931208414,4.70626076758234,4.43033276770996,4.85284335602198,3.620101229007,3.81899391047921,5.65460257975812,5.04333424198554,5.23439091149168,5.41261357566413,5.64187327588054,5.51364678272494,5.35537632160913,2.65389327060666,3.50348105270782,3.48034487293948,0,4.08868582423975,4.32067878549011,4.35862954334265,4.2732172954322,3.22289445879771,3.96804693609166,3.54042145324532,4.1466219576418,4.21121648965908,4.17712879639587,4.05494726914603,3.75976521291819,3.14803615313868,4.38664819869783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59735242079173,0,0,0,0,0,0,0,2.96010300923123,0,0,0,0,0,5.55348478050996,0,0,0,0,2.82789558786879,5.52528082073877,5.22262008328312,0,0,0,0,5.63257342910186,0,0,2.55495412107625,0,0,0,0,0,0,6.12047208304376,0,0,0
"GAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSD17B7",5.91547256073079,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82140065805911,0,0,0,0,0,0,0,0,0,0,0,5.71846160779889,0,5.72609670568784,0,0,5.84270696750178,0,0,0,0,0,0,0,0,3.49616408869624,2.13771732968795,0,0,0,0,0,0,2.28543495091423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29456649976949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01294599041385,0,3.51509424569374,4.14899707684621,0,0,0,0,0,0,0,4.00130400164873,0,0,0,0,5.04692753870577,0,0,0,0,0,5.25834899948731,5.31436968551827,5.95152402997929,2.67340626525676,0,0,5.12500280808792,3.93576928970161,0,4.68998590680012,5.41355081960493,4.87908222442176,5.26777995503852,4.15967646121029,0,4.49444937972434,5.6675413487876,5.94471346453695,4.08661149797472,2.5161279306378,0,0,0,0,0,0,0,0,0,0,5.99725536172921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58630021716036,0,0,4.90668178204562,0,6.09841344315783,0,0,0,0,0,0,0,0,0,0,0,0
"DMGDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18130868845873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14266186201984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC27A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79896284472508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC2A6",0,0,0,0,0,0,0,0,0,0,0,0,5.10257152782992,0,0,5.69383229999012,0,0,0,0,6.25763941503913,4.45922549323635,0,5.91959021125443,5.91866732444282,0,0,0,0,0,4.22683663872729,0,0,0,0,0,0,0,0,0,0,0,5.28489071980075,0,0,0,0,0,0,4.74510536149905,0,0,5.57994197345128,0,0,0,0,0,0,5.15674296790868,0,0,4.10366810131088,3.99290352932698,0,0,3.51360020949809,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14322784186142,0,0,4.88478367677046,0,0,0,0,0,3.98878039692686,0,0,0,0,0,0,0,0,0,0,0,0,3.79237262527168,0,0,0,0,3.34461950269633,0,0,0,4.22683663872729,0,0,2.90576241942902,0,0,0,0,0,0,0,0,0,0,0,4.81429229994704,0,5.25406748557174,0,6.06091980518928,0,0,0,0,0,0,4.52956027438317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35517694261585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGST2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97426117623057,5.35617117848506,4.32463585525093,4.53161324934552,4.99773237612391,4.97109489286954,5.50948036030165,5.7844832397789,5.04296753924815,4.6490211491999,6.41228606807062,3.51632427458294,5.79310142816665,4.44651332082606,4.41120548835648,7.08702472665613,0,5.63107089353867,5.73465745677474,2.94236792612061,0,4.56092289565811,3.66736990480547,4.00477435705387,0,0,0,0,0,4.94330924180425,4.31625419722026,3.83234350489713,0,4.64525631669296,0,3.11220324056432,0,4.78115733368619,0,4.32401524880213,3.05819647580414,4.41374248802905,3.12412342935723,4.41643255425583,5.38614034636623,4.60520325559316,0,4.8933689729705,5.93201173822712,5.2322842559793,6.10753499976281,4.45447936594098,4.29744558455901,3.57430457010704,5.12076695103283,4.97212584040807,0,0,5.71674883306319,4.63840142275929,4.37423106581343,3.47662524690608,2.77699527466194,3.81857885746113,5.00625950110603,5.17255792609834,4.17365708651917,3.21129401163207,5.00420160917698,4.04620796415225,3.34215314148141,4.70760985737991,4.91466415192586,3.74406508959241,4.92522733576358,2.3850918628596,4.89070507094192,2.65253429676152,3.76605004149498,4.39804902075276,0,0,5.38000501132854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.43019930643501,0,0,4.91008216484467,0,5.29307905396244,0,0,5.36801873109169,0,0,0,0,0,0,0,0,0,0,0,0,4.85462367879785,0,0,0,0,0,0,0,0,0,0,0,5.51493968668994,0,0,0,0,0
"MTAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45869249940575,0,0,0,0,0,3.62139138136575,0,0,4.86448588039057,0,0,0,0,0,3.98619209325911,0,0,0,0,0,3.00019879689752,0,0,2.68439537081928,0,0,0,0,0,0,0,2.35327428083652,0,0,0,0,2.87017524506897,3.81592184434915,0,0,0,0,0,0,3.63521878847669,4.19068605318394,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22807016336359,2.24390141924789,0,3.04119118969603,2.5209112267411,3.15360562319346,0,4.14155268401713,0,3.68558244129965,3.96480170581559,0,2.8320346634777,3.24963833576927,3.26540977656939,0,0,0,3.4249447175657,2.96578958264825,0,0,0,0,0,0,0,0,0,0,0,4.56312191070644,0,0,0,4.75474325500912,0,0,0,0,0,0,3.68991377906857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6856325286494,0,0,0,0,0,0,0,0,0
"FBP1",0,0,0,0,3.54382910760803,0,5.63708061350286,0,0,0,0,0,0,6.19816907065115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54361952060899,0,0,0,0,0,0,4.91798897297437,0,0,0,0,0,0,0,4.93615265958345,0,0,0,0,4.58304588117262,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96705667262556,6.7769728089463,4.9113386458902,7.51243507799104,9.31642547436164,6.08830002219157,7.08353287270586,5.75840274963087,6.09989845969799,4.9609293432349,8.45116695804935,4.67639554614937,0,4.96439220861837,7.92018954334473,7.80438043072276,5.03526507191865,6.61584468333399,8.1182529925581,5.49841482175655,3.27675562612005,0,0,0,0,4.19407191678452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.60881073750629,4.95127376374106,0,0,5.79922554558737,0,5.95173684301232,0,0,0,0,0,6.22364377304851,0,5.42378620896202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXCT2",0,0,0,0,0,0,3.41444653450875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84895381081129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45164598325882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55020110721945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGCT",5.17933203894143,0,0,0,0,0,0,5.73522809967651,0,0,0,0,0,0,0,0,0,6.10831273109882,3.60252284619044,0,0,0,0,0,0,0,0,0,0,4.77713126099769,0,5.67740287099398,0,0,0,0,0,0,0,0,0,3.88299191497661,0,0,5.06407767268317,0,4.42234820627878,0,5.11711461563843,4.98412444182252,0,0,0,0,0,0,0,0,2.59826695724648,0,4.41919873958481,4.19918748405224,0,6.14895056234813,0,3.39617166986206,4.39751008552643,0,4.56281862297375,5.18617674295623,0,0,0,4.7940480439595,4.89581048920395,0,4.96778070961748,0,0,5.91618252910151,5.05147314744447,3.84954730254842,0,0,2.98066838189372,0,5.47137927551595,0,5.01221133514558,0,5.4716670268078,0,0,4.46809964926151,5.64080035360245,0,0,0,0,5.07645402876704,5.68533285540589,6.15516713912532,5.11499594840345,5.03607215053065,5.74742340065472,6.20303908923138,6.047046965834,5.58266524731173,5.52937316164977,5.30314745351248,4.91569861398682,5.59155003404523,6.18157956492512,5.14106160278579,5.3459083127258,4.40574494286678,5.07389155011057,5.85351640139469,5.78861452078487,4.70483657979484,5.08091922886252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24426769673873,0,6.09735269030423,0,0,0,0,0,0,2.46212502041542,4.08461642051596,6.25002386034906,0,0,0,0,0,0,0,5.33021652873881,0,5.52506541833303,5.86432289418628,0,0,0,2.91289159257352,0,0,2.78811080072098,0,0,0,0,3.42619923525062,6.78796623442942,0,0,0
"ALDH1A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61977622112947,0,4.39874189493656,0,0,0,0,0,4.62897921565644,4.83488007341725,0,0,0,0,3.06804384678182,0,0,0,0,0,3.79820616203139,4.10048282694657,0,5.16009647108859,0,0,0,0,0,0,0,4.79784599122681,0,0,5.27329160836353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42395616258873,0,0,0,2.21920560887273,2.83320102213204,0,0,0,0,0,0,0,0,0,3.19747769363214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPGK",5.9435782666092,0,0,6.50113821043347,0,0,0,0,5.71781932715181,4.07007639716227,0,0,0,0,0,0,0,0,0,0,6.04655143342203,6.14435830490172,5.65531756177925,5.12733944234551,6.45595265146787,5.78149133566509,3.20798652748809,0,5.85131208560843,0,0,6.31070985321575,5.61282015560517,0,0,0,0,0,0,6.40841733630796,4.12727803571974,4.40051235624024,0,0,4.70138791295153,4.19359955305139,2.88927006783483,4.6352363572968,3.08970584778656,3.66174046444203,0,5.19483862947516,0,0,0,0,4.30584424053882,0,5.80307041250199,0,3.58791415953429,5.12748547279228,0,0,6.115594549809,4.80290837159157,0,5.21978540994383,4.3964321281563,0,2.56729014005035,0,4.69756334001829,4.93644783771292,2.43798868617692,0,4.76929951229249,3.87806047866989,0,5.64952575765977,5.52750655160281,5.09291880800724,4.42779987554489,4.87930439784182,6.1066865520284,5.38188186076298,3.54094586406833,2.87864215790064,4.82254570677712,5.07484336872234,0,5.20655198416204,5.65460257975812,5.21033379849498,6.78936658336304,4.9416126003674,6.25658175805959,5.65574654350041,0,0,2.87864215790064,5.08370029490086,4.65722459508276,4.38826667689642,5.10023192015807,5.25486579628488,4.648494140404,4.41458801396865,5.10871164855443,4.88152595831114,5.06026790857404,5.18086137049255,3.47600501659469,3.98692015054341,4.53495804114866,3.96666790062181,4.4162788553124,4.69591318195255,5.36686312219688,3.57595356862527,0,0,0,0,5.76745464178616,0,5.57155562409291,6.21129597864364,0,0,0,0,0,5.38253150678076,0,0,6.39800584231702,6.30084633954701,0,0,0,4.23890515496822,0,0,0,0,0,5.14646028917924,0,0,0,4.54134082131349,0,0,0,0,0,5.98187499219244,0,0,5.64530638811255,5.30408887958459,0,0,0,5.13734003800248,5.98180410280978,0,3.95643815092284,0,0,0,0,0,0,0,0,6.2813964820081,0
"GAPDH",7.29240520047066,6.18927489193829,9.19092701335318,6.78873642877841,7.98735932193654,8.56984059380992,8.14396735630566,4.895292623259,6.76072549644448,7.6738360377841,7.11202376049021,6.65203438683299,9.37608297050925,8.2022006089711,5.57062366409324,7.60366400618033,8.14153499102027,6.06325514775898,6.88405592009517,9.1934246301673,8.3974113826628,8.38567328657473,7.17506001829368,6.60826813863972,7.30551567795829,7.30328418064625,7.64585330416197,4.59893074307363,7.03945771587715,8.00786904768698,5.78811594223046,7.43782009236308,7.0260435869398,8.41102444667506,7.11593380931297,2.52174731623789,6.64579345322292,5.79103609327622,6.9144815127111,7.05803955050477,8.0176715560453,8.12596748537478,8.40234268872671,8.4816537473291,8.34462243662982,7.94543203351655,8.66905235327481,9.33723654712449,8.08162433303453,7.86712480185072,8.08739341669794,7.86955917221662,7.99702338476795,7.99222615158107,8.3762964982807,8.15383565187871,7.96177250742014,8.01468216884897,8.18920657834462,7.1904832902034,9.12487680419798,7.64773284554392,8.62600932051558,8.67766061258807,7.1294086661027,7.76973274465147,7.98610783980041,9.33307436024659,8.51359704680674,7.39412444684337,7.93993866300588,8.1172799821824,6.92699907334957,8.47866764708903,8.6523908803058,7.63255685536225,7.14504624959208,8.57171528413358,8.69550156415281,7.50003602386588,9.20202748894923,7.50240444106405,7.55749728352321,9.33515545540442,9.21659669381637,8.10991282118047,9.24427766277856,7.97616533916568,7.81175466742642,7.47272754313522,8.9272545223404,7.23758075013283,7.66694507384964,7.07172972818827,8.28022572759454,7.33793878007348,8.35462500005266,7.12947848061353,6.92378240164977,8.1937232674472,9.12744395966202,9.44961058785785,9.90249358174565,8.71611872187489,9.63896190523133,8.99678801301681,8.91989835346587,9.13091307844283,9.72218635705282,9.67502631327787,8.92892006102952,8.89782945468796,8.61240155298255,9.28312702627207,9.583476702502,8.41491382532188,8.90164644502152,10.0924938230765,9.32752475629769,9.19828109098776,6.89986427855822,7.58855470069482,6.38843711279396,7.92874301385473,7.60770226469964,7.16493979424453,7.51396749294415,6.7691996473601,6.91357236225695,7.62796209305431,3.34288406816031,6.19033379769034,8.64079701532106,7.83498918533646,7.12968792393666,7.9694904826607,7.19062285996984,0,6.76044534660601,6.76261648668455,10.2498924641964,9.19023322989046,10.7574028346752,10.6312242878087,11.2967511954984,8.9471019779828,11.2128706125152,8.93419424510674,9.68542937012133,10.0834795379756,9.54949108079791,10.1854085851399,9.36082201523456,10.1590599324723,8.98478312466238,10.5514943272215,8.94890626914719,9.42880128561896,8.08030368645382,7.28466394927923,8.90643500768354,8.42109509735501,8.3378150145258,8.85861750514656,8.26376035260194,9.81719638924932,7.81530257878873,8.12603698459015,8.41053827222187,8.58053319191852,8.21839045151136,9.11648146685106,8.62066344766171,8.59858519373518,7.50755913571436,9.07242213661034,7.47774366805001,8.89429004765745,8.33316090336163
"PGAM2",0,0,3.78870289260759,0,0,0,0,0,0,0,0,0,0,0,5.870222578158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60785407415941,0,0,0,0,0,3.59483478557301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59483478557301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32292908877335,0,4.03054741701002,0,0,0,2.6354861750915,0,0,0,0,0,0,0,2.51361284109732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81687948450297,5.7339441402032,7.62942407284579,6.86831524287737,7.99264330505952,7.1829463274232,7.64021458910192,0,0,5.67826025694627,6.28005731342437,0,0,4.21993275359892,0,7.05461678179206,7.50755913571436,7.41022404110528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
