"","HNSCC10_p14_HNSCC10_P14_B12","HNSCC6_p15_HNSCC6_P15_LN_C05","HNSCC5_p13_P13_F09","HNSCC10_p4_HNSCC10_P4_B11","HN25_P23_H02_S278_comb","HN28_P14_C01_S121_comb","HN25_P25_F03_S351_comb","HNSCC18_P13_C04_S316_comb","HN28_P15_D03_S327_comb","HNSCC18_P7_F10_S166_comb","HNSCC25_P20_D06_S330_comb","HNSCC18_P13_C01_S313_comb","HN25_P23_C01_S217_comb","HN28_P15_B10_S310_comb","HNSCC6_p8_HNSCC6_P8_A10","HNSCC25_P20_F06_S354_comb","HN28_P14_A04_S100_comb","HNSCC10_p14_HNSCC10_P14_G09","HNSCC17_P13_H06_S378_comb","HNSCC25_P20_B07_S307_comb","HNSCC25_P3_C11_S131_comb","HNSCC25_P4_A03_S195_comb","HNSCC16_P5_HNSCC16_P5_E05","HNSCC13_p19_HNSCC13_P19_C08","HNSCC_combo1_HNSCC_ComboP1_H01","HNSCC13_p19_HNSCC13_P19_B08","HNSCC16_P5_HNSCC16_P5_C01","HNSCC16_P7_HNSCC16_P7_B04","HNSCC16_P7_HNSCC16_P7_H10","HNSCC13_p19_HNSCC13_P19_C12","HNSCC13_p19_HNSCC13_P19_B11","HNSCC25_P2_B10_S22_comb","HNSCC13_p19_HNSCC13_P19_H10","HNSCC13_p19_HNSCC13_P19_C11","HNSCC13_p19_HNSCC13_P19_A06","HNSCC13_p19_HNSCC13_P19_D03","HNSCC13_p19_HNSCC13_P19_B07","HNSCC16_P4_HNSCC16_P4_E11","HNSCC13_p19_HNSCC13_P19_A05","HNSCC16_P5_HNSCC16_P5_D09","HNSCC5_p15_HNSCC5_P15_B11","HNSCC5_p15_HNSCC5_P15_C09","HNSCC5_p13_P13_A03","HNSCC5_p15_HNSCC5_P15_C06","HNSCC5_p15_HNSCC5_P15_G04","HNSCC5_p15_HNSCC5_P15_A05","HNSCC5_p15_HNSCC5_P15_E02","HNSCC5_p5_P5_F06","HNSCC5_p15_HNSCC5_P15_D07","HNSCC5_p15_HNSCC5_P15_B01","HNSCC5_p15_HNSCC5_P15_E01","HNSCC5_p13_P13_H04","HNSCC16_P2_G01_S73_comb","HNSCC13_p19_HNSCC13_P19_E12","HNSCC6_p15_HNSCC6_P15_LN_C12","HNSCC16_P2_G02_S74_comb","HNSCC6_p15_HNSCC6_P15_LN_E01","HNSCC5_p15_HNSCC5_P15_F05","HNSCC16_P2_C06_S30_comb","HNSCC18_P7_A10_S106_comb","HNSCC5_p7_HNSCC5_P7_E06","HNSCC5_p3_HNSCC5_P3_E10","HNSCC5_p7_HNSCC5_P7_D08","HNSCC25_P20_B05_S305_comb","HNSCC6_p8_HNSCC6_P8_H11","HNSCC6_p15_HNSCC6_P15_LN_C11","HNSCC6_p15_HNSCC6_P15_LN_A01","HNSCC24_P13_R_LN_B05_S113_comb","HNSCC5_p5_P5_F04","HN25_P5_C12_S36_comb","HNSCC6_p15_HNSCC6_P15_LN_B07","HNSCC5_p15_HNSCC5_P15_G07","HNSCC6_p15_HNSCC6_P15_LN_D08","HN25_P5_G10_S82_comb","HNSCC5_p7_HNSCC5_P7_D01","HNSCC6_p15_HNSCC6_P15_LN_F03","HNSCC5_p7_HNSCC5_P7_A10","HNSCC5_p15_HNSCC5_P15_A08","HNSCC24_P13_R_LN_F08_S164_comb","HNSCC5_p7_HNSCC5_P7_C06","HNSCC6_p15_HNSCC6_P15_LN_A03","HNSCC5_p11_p12_hnscc5_p11_p12_H11","HN28_P3P4_A02_S2_comb","HNSCC6_p15_HNSCC6_P15_LN_B08","HNSCC5_p5_P5_D09","HNSCC5_p3_HNSCC5_P3_C06","HNSCC5_p5_P5_B08","HNSCC5_p5_P5_C07","HNSCC5_p11_p12_hnscc5_p11_p12_E07","HNSCC24_P3_H01_S85_comb","HNSCC5_p5_P5_G04","HNSCC5_p11_p12_hnscc5_p11_p12_A02","HNSCC5_p11_p12_hnscc5_p11_p12_A04","HNSCC5_p11_p12_hnscc5_p11_p12_E12","HNSCC16_P9_G08_S272_comb","HNSCC5_p3_HNSCC5_P3_C05","HNSCC5_p5_P5_A06","HNSCC18_P13_A09_S297_comb","HNSCC6_p14_hnscc6_p14_E12","HNSCC5_p5_P5_C03","HNSCC20_P12_C03_S315_comb","HNSCC20_P3_B01_S13_comb","HNSCC20_P13_A10_S202_comb","HNSCC20_P13_C10_S226_comb","HNSCC6_p15_HNSCC6_P15_LN_H08","HNSCC20_P3_B02_S14_comb","HNSCC20_P3_H01_S85_comb","HNSCC20_P3_C01_S25_comb","HNSCC6_p15_HNSCC6_P15_LN_H01","HNSCC20_P12_D03_S327_comb","HNSCC20_P2_F12_S168_comb","HNSCC20_P13_H10_S286_comb","HNSCC20_P2_D06_S138_comb","HNSCC20_P13_A07_S199_comb","HNSCC6_p15_HNSCC6_P15_LN_H11","HNSCC20_P3_H09_S93_comb","HNSCC20_P3_E09_S57_comb","HNSCC20_P12_D12_S336_comb","HNSCC6_p15_HNSCC6_P15_LN_B01","HNSCC20_P13_A06_S198_comb","HNSCC18_P13_A05_S293_comb","HNSCC13_p1_HNSCC13_P1_G10","HNSCC16_P9_G11_S275_comb","HNSCC18_P3_H04_S376_comb","HNSCC24_P3_H06_S90_comb","HNSCC18_P7_G09_S177_comb","HN25_P5_F06_S66_comb","HNSCC17_P3_A02_S194_comb","HNSCC5_p3_HNSCC5_P3_F08","HNSCC_combo1_HNSCC_ComboP1_C02","HNSCC16_P7_HNSCC16_P7_G09","HNSCC24_P3_D10_S46_comb","HN25_P5_G12_S84_comb","HNSCC25_P4_D09_S237_comb","HNSCC_combo1_HNSCC_ComboP1_A07","HNSCC17_P3_F02_S254_comb","HNSCC24_P3_B01_S13_comb","HNSCC16_P4_HNSCC16_P4_H07","HNSCC16_P9_E08_S248_comb","HNSCC16_P7_HNSCC16_P7_H02","HN28_P3P4_B10_S22_comb","HN25_P5_B06_S18_comb","HN25_P5_A09_S9_comb","HNSCC28_P2_A12_S12_comb","HN28_P5_C01_S217_comb","HNSCC16_P4_HNSCC16_P4_B11","HN28_P3P4_D10_S46_comb","HN28_P3P4_E02_S50_comb","HN25_P5_H11_S95_comb","HNSCC25_P4_E02_S242_comb","HNSCC25_P3_A04_S100_comb","HN28_P3P4_A03_S3_comb","HN28_P3P4_E12_S60_comb","HNSCC25_P3_F04_S160_comb","HNSCC25_P3_B12_S120_comb","HNSCC25_P3_G06_S174_comb","HNSCC28_P2_G07_S79_comb","HNSCC28_P2_D02_S38_comb","HNSCC18_P7_G10_S178_comb","HNSCC16_P9_C02_S218_comb","HNSCC25_P12_B12_S120_comb","HNSCC12_p20_HNSCC12_P20_A08","HNSCC5_p11_p12_hnscc5_p11_p12_D05","HNSCC_17_P9_A06_S6_comb","HNSCC16_P9_G03_S267_comb","HN23_P11_F01_S61_comb","HNSCC_17_P9_D02_S38_comb","HNSCC16_P12_HNSCC16_P12_A03","HNSCC_17_P9_D11_S47_comb","HNSCC16_P11_HNSCC16_P11_E09","HNSCC16_P14_HNSCC16_P14_B03","HNSCC16_P11_HNSCC16_P11_D07","HNSCC12_p20_HNSCC12_P20_G01","HNSCC5_p11_p12_hnscc5_p11_p12_G11","HNSCC12_p19_HNSCC12_P19_E11","HNSCC18_P14_HNSCC18_P14_E10","HNSCC13_p19_HNSCC13_P19_H09","HNSCC18_P13_E02_S338_comb","HNSCC18_P15_G03_S75_comb"
"MECR",5.29568711633492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24477594064866,0,0,0,0,0,0,0,4.27750676575032,3.87057383473828,0,0,0,4.69463791816166,0,0,0,0,0,0,0,0,0,0,5.01250520091229,0,0,0,3.37863443648972,0,2.48988761100002,4.05005774070324,0,0,0,4.18430429228487,0,0,0,4.74689896663527,4.21121648965908,0,0,2.65672216875929,4.85803538393083,0,0,4.52104023812458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75675964132037,0,2.78131723584181,0,3.04455956968718,0,4.0165448050414,3.79545677945334,3.08188024674091,3.72832157549601,2.45611474152859,0,0,4.68045161595867,2.80272052117388,3.81417754491702,0,3.37210740646769,0,0,0,3.63787698945213,0,0,0,0,0,0,0,0,5.1267553097482,0,0,0,2.64833960708582,0,0,0,0,0,0,0,5.35501501451473,0,0,0,0,0,0,0,0,5.61761646631295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70093802063681,3.44104723361729,0,0,0,0,4.58304588117262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58771323503168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGK1",6.28203081465468,6.32282574359024,7.36192095529443,6.52796954208077,5.55757318931045,3.62697831729099,7.00249553244871,6.39920183821121,0,0,5.34778775185113,5.38079908011587,8.47158427286216,6.48223814830128,3.08511047020197,6.89594737392006,6.85026310190945,5.92803724317974,6.25291506678202,6.46171659776392,6.5783059299311,6.16279558479816,6.37562976375588,6.34409336561426,6.12294601760764,0,6.19372215976084,5.80734202844034,5.19389254699755,0,0,4.59144479467827,5.33578575041504,0,6.02545112887756,5.47339347119649,6.83367761042217,4.88685641821411,3.36693303777318,7.11621309426492,5.31451445349454,5.68669005283915,5.80200243319247,6.26271590497464,6.06261824725407,6.0750716866084,6.20459175950815,6.98425492926396,6.5361154145582,6.20727354317853,6.27272659959294,5.14850265674311,5.89153958567729,5.66396761076352,5.93953388224472,7.07082175040504,4.89373892386886,6.34162893851738,5.96436190305032,5.57564157117421,5.91170952870524,6.07783082865561,6.54777095391223,4.94006334110385,6.10498961409526,5.68447564994145,5.79310142816665,7.55387594831314,6.2856252406737,4.98375651123803,5.72409889714805,6.07330292464492,5.11981740937274,5.98442693568987,5.55664079465323,5.61597005386977,6.38133004162544,6.27900005406688,7.56829128502935,6.40300074421217,7.01032208651039,6.46783150070572,5.97939379732613,6.12252192295666,7.49801588136202,6.50233247719763,7.40827265034606,7.18664507012841,6.41967122447435,5.75269960954187,6.85754030104756,6.66472524526115,5.4528128980671,6.63548440690199,7.8513356746222,6.60735610081217,7.04029605197583,6.82422900078336,6.44273599714753,6.28435664409125,6.16350186747531,6.4136224883711,7.43621740223389,6.85117277907523,6.1912514995842,5.75384030967253,6.48631366196521,6.19181623163715,5.49510868910315,7.19306530965573,7.11223323021061,6.6424974977892,5.8541563411166,5.97705425947058,5.69204687924794,6.37605202334443,6.39343272188728,8.0193400397273,6.10484820004277,6.18207379265206,6.06495350844287,6.13616189763073,6.09699910106047,5.55699941143715,5.74343007748065,3.64858186787899,6.81715947571066,5.78512433070473,6.1162307760396,6.74377496520412,0,5.62749314369568,4.21906937695302,5.52980390074403,6.16519690807512,6.47015081169094,0,0,6.45454674073521,0,5.67783156671476,4.76191130416868,5.75583644806414,6.31465481963011,5.34793231807965,5.20989746953419,5.38448034429532,6.13877640777338,6.48961606848613,5.22480034809544,5.8824456909537,6.94958316933408,0,0,0,0,0,3.92851197218392,0,6.43310315914576,7.54433482750009,6.54868366380818,6.41938989965934,7.4443003972796,7.33284911155444,7.24671947268395,6.51244785950192,6.4938316929208,5.61475308507636,6.11333234818345,6.006041815943,6.72927356636396,5.82179077843709,6.11432207367928,0,6.79594796036508,7.42729783499434,7.31667271695002,6.62741864198087
"LDHD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63701965320097,0,3.04545062991103,3.03781939450485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41254147857265,3.08872862235914,3.95505677192795,0,5.14996136383953,0,3.3642071375407,4.54065712292685,0,0,0,3.77090564251668,0,0,0,2.59676202140266,4.28802682857682,4.07175552344989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28506686144679,0,0,0,0,0,0,0,0,0,0,5.13872658445533,5.64029964434413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NT5C",5.82442370818699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73451479461132,4.7489164938831,0,5.85820905367884,5.83054279801017,0,4.93939932841063,5.81702258227638,5.94776416198563,4.75519136610883,0,0,0,2.8610540918772,4.52712663581744,6.15205894156207,0,0,0,0,4.71667519967299,0,4.29472214913032,0,0,0,0,0,0,0,0,0,0,0,5.85209427619778,0,0,0,5.23642473096269,5.0051570889655,4.14234496972407,5.21513282944885,5.76481770880506,4.24219365870433,3.40482354744931,5.34222129817499,4.25549166482883,5.03188962523647,5.91852534007071,5.06371138319653,3.8503732049118,3.98530214236879,0,0,0,0,0,0,0,5.07535586644436,4.18312194649114,0,3.98659657889613,0,4.49734776719891,0,0,0,0,0,0,0,0,0,5.16825921615896,0,0,0,0,0,5.73273146899528,5.69833114487959,5.41275776924534,5.38823323701315,5.67525930996615,5.78626402060075,5.97903932973411,5.00552456735859,5.68761863017686,4.31679768065935,4.87871192836187,5.36086753532465,6.3000712824164,4.60376766658674,5.65882074831722,5.49783987009647,5.99619236995202,5.37783924150347,5.3774060650906,5.73587006194558,5.47526366353918,0,0,0,0,0,0,4.23365663366877,5.96670210704064,0,0,5.85963096045055,4.02877847046568,0,0,0,0,0,0,0,0,0,0,0,3.94098316948977,0,0,0,0,4.77467032129496,5.64444814416289,0,0,6.37014014381133,0,7.19139049133998,0,0,0,0,0,0,0,2.56799317690282,6.29506840565428,0,0,5.62599036912032,0,0,0,0,5.74378664233781,0,0,0,0,0,7.41147849570068
"SLC27A1",0,0,0,0,0,0,0,0,0,5.46454429282727,0,0,0,5.43077568805814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35136994847407,3.81658620699363,0,4.24250678487542,4.21922636100622,0,0,0,0,4.00969451059806,3.78937028600623,3.58410374594406,0,3.94025021249316,5.01206440043197,0,0,0,0,4.36527482835029,0,0,0,3.53569918972818,4.07567202785326,0,0,0,0,0,0,0,0,0,0,4.61426621361621,4.80551332113132,0,0,0,0,0,3.49678162441445,0,5.16104410004009,3.37074634394336,0,0,2.7000148739962,0,0,0,0,0,3.8413649336517,4.33114975289936,5.21469659834937,0,0,0,0,0,3.34671932144254,0,2.46469605784154,0,3.38777359527952,0,0,0,0,0,0,0,0,3.04307393972435,0,0,0,2.74151730742525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76239441292245,0,0,0,0,0,4.31772929289609,0,0,0,0,0,3.61708961519238,0,0,0,0,0,0,0,0,0,0,0,5.82591799381789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54604963337547,0,0,0,0,0
"SMOX",0,0,0,0,0,0,0,0,5.41917357318783,0,0,4.52104023812458,0,0,0,5.23163042496534,2.41409371967577,0,0,4.96417119586388,0,0,5.70018763813302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38813514066262,4.8858200816742,4.14297874175832,0,0,0,3.34854438886428,0,4.54817555986243,4.86107561071468,4.76743416973817,0,0,0,4.56539631729369,4.84230550852608,3.9720202573166,0,4.78585298148699,0,0,0,0,0,0,4.51456981874695,5.31082259215378,4.4640459957134,0,0,0,0,4.71098198410435,0,0,0,0,0,0,0,0,0,0,3.19662432619239,0,4.95127376374106,0,0,0,0,0,0,0,3.96212323425226,0,0,0,0,0,0,3.23868186393569,3.78870289260759,3.07776463759753,0,3.5374487155407,3.11132943830589,0,0,3.53132258907387,3.39481824908805,2.17929301019231,0,3.99290352932698,0,3.60683687455314,4.8564037938833,3.57091806548549,0,3.99985078940513,4.18848056593567,0,0,0,0,5.31096738194262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35176769107593,0,0,0,0,0,0,5.96549656284596,0,0,0,0
"ARG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53482418834795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OLAH",0,0,0,0,0,0,0,0,0,2.29253974002016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27315687187034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC6A13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46073859416065,0,0,0,2.43365161772521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81416215883234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NT5C1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCEE",0,0,0,6.50816303667673,5.16279345310227,4.78324447890241,0,0,0,6.04025064550589,6.06141519024671,3.34954783487958,0,0,0,0,5.9817332133155,5.92377844515068,6.6488087918007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75989566241062,3.59405668983906,4.76765802389542,0,0,0,0,0,0,0,5.90858524624363,0,0,0,0,0,0,0,0,0,3.79795627062553,0,3.52694199136381,4.35197969479058,3.18427594029153,0,0,2.94287896446948,4.77713126099769,2.55872028740184,3.25001236597954,0,3.95278094738906,0,0,0,0,0,0,0,4.49536474279386,0,4.75787972979514,0,0,0,0,0,0,0,0,0,5.07169486117286,0,0,0,0,0,3.75464850186564,0,0,2.93223198020823,3.54758348889729,0,4.30351204889622,4.71068227403183,3.86933892352533,0,3.75255017332384,5.52305491835256,5.26175911005697,4.23428348968495,0,4.09634000081976,4.94323547839703,0,0,4.08413752404101,0,4.90342856654421,4.88870684937691,0,0,4.73478758702704,0,0,0,0,0,5.86716622332408,0,0,0,0,0,0,0,0,4.96004509348435,0,5.78875697057571,0,5.60859593278027,0,0,0,0,0,0,5.17707424799091,0,0,0,6.51336098713336,0,0,0,0,0,5.32580362844677,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25270351992325,0,0,0
"ALDH3B2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00478960288885,3.4464910243685,3.57404415184985,4.19753510348954,0,0,4.27134488417765,5.74057743023874,0,4.71435325934472,3.44461767914075,3.94375139718221,0,4.076550963469,0,0,3.99855879423215,3.28955024514316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDH3A",6.26828544260043,0,0,5.88393779639636,0,0,5.69940221098414,0,0,0,0,0,0,0,0,0,0,0,6.17042294796319,0,5.15841978867558,0,0,0,4.34509303385925,0,0,0,0,0,0,0,0,5.03321052736883,0,0,0,0,0,0,2.26072522853531,4.39889586048218,4.32044596463257,0,4.31027378404521,0,0,0,4.82269437452534,0,0,0,4.65903014566919,0,4.03617301855756,5.73615537477453,4.64593406968261,0,0,4.89884336473917,4.01944413153322,3.54871796314447,2.90141470372969,3.78736787966589,0,0,3.66532352232159,6.12351147172997,0,4.87560109424739,0,0,3.88652377285306,0,3.53631159605636,0,0,3.54269348945779,0,0,4.9139252098662,0,0,0,5.37509566430026,0,4.57986636571596,3.42360019563522,0,3.96804693609166,0,4.44674319520639,0,4.41389622524251,0,0,4.73516155519747,3.74364470816936,0,0,2.82736450685262,3.83532452302614,4.1994235118867,4.15263756479437,4.8521014934741,4.25189536606915,3.87863600935912,3.97145278026206,4.98044478193617,4.03054741701002,4.14076031972913,3.77048721585703,4.54134082131349,4.53229749159124,4.34006031745679,3.42261395225129,4.74727260502511,3.72089761839269,4.49147392067717,4.20005288704816,0,0,0,0,5.02726570453388,0,5.37884995735611,5.57356282492662,0,5.10688443546395,0,0,0,0,0,5.62849495405903,0,0,0,5.5166634677336,5.94719660656919,0,6.09282656036734,5.66353873624362,5.28220894924252,5.23119452672314,0,0,6.9515407168117,6.27202167606786,0,5.80741321796258,6.44470459063876,0,6.8981856220615,6.51813716826529,0,0,0,5.77650429116155,5.96074498063398,6.36598743533802,0,0,3.77182607538495,0,0,0,0,0,5.58144697064982,0,0,5.42313760621998,0,0,0,0,0
"RBKS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42099962296881,0,0,0,4.77467032129496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64207590605615,0,0,0,0,0,0,0,0,0,3.4375633005615,0,0,0,0,3.89710771868749,0,0,3.28575325468163,0,4.80982907049102,0,0,0,0,0,5.72117332892506,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80804339782117,0,0,0,0,0,4.50390445391331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6822539066043,5.02146576997286,0,0,0,0,0,0,5.40684517318601,0,0,0,0,0,4.64397601683464,0,5.19651236351045,0,5.74364401682245,0,5.1864679570516,4.37345929897462,4.05262314243379,3.70551209764251,4.87463809106006,4.04042951549448,0,4.61502115584718,0,0,0,4.18115099507138,0,0,0,0,4.97102125137082,0,0,0,0,0,3.92394150909048,0,0,0,0,2.22462838722308,0,0,0,0,0,0,0,4.8912970879883,0,0,3.58159074967593,0,4.59015885816039,3.6923751612408,3.81924292864963,3.79504009545044,0,3.88299191497661,5.34460707743863,5.11302318921158,4.30390078844991,3.26382618726543,5.202114767796,0,0,4.50146521260848,5.20160551965459,4.27095474925243,0,0,0,0,0,3.63075682272949,3.73792443324098,0,3.39815591983923,4.21168786720811,0,4.12727803571974,2.32434875373737,4.89225906836085,2.50063571865602,0,3.86159464055633,3.47910533161922,4.09386917593407,2.87530008945886,4.311749828078,3.51746615852561,3.69559874233333,3.31924607820039,0,0,5.11872172718214,0,0,0,0,5.53353670530327,5.64709432343902,0,0,0,0,0,0,5.59212315783977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13303383049126,0,3.87057383473828,0,5.64759492769541,0,0,5.31357344575911,0,0,0,0,0,0,2.16446585445087,0,5.34836601161656,0,0
